1st Term GPA,2nd Term GPA,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
3.521739,3.47619,,Intl Regular,6.0,No,Yes,International,Female,HighSchool,0 to 18,,36.0,Level-161,1.0
0.0,,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-171,0.0
3.704545,3.263158,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,26 to 30,,32.0,Level-171,1.0
3.586957,3.38,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,85.0,,,0.0
2.190476,2.62,English,Second Career Program,6.0,Yes,Yes,Domestic,Male,PostSecondary,41 to 50,,40.0,Level-171,1.0
1.972222,2.1875,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,41 to 50,71.0,,Level-141,1.0
3.75,3.76087,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,,33.0,,1.0
0.0,,,Intl Regular,6.0,No,Yes,International,Male,HighSchool,19 to 20,,42.0,Level-161,0.0
3.833333,3.980769,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.869565,3.909091,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,26 to 30,,26.0,Level-170,1.0
2.75,3.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,78.0,21.0,Level-160,1.0
4.369565,4.5,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,88.0,34.0,Level-170,1.0
4.25,4.0,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,26 to 30,,,Level-161,1.0
2.714286,3.027778,English,GPOG_FT,6.0,No,Yes,Domestic,Female,0,26 to 30,77.0,25.0,Level-170,1.0
2.5,2.4,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,72.0,36.0,Level-141,1.0
0.5,,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,66.0,15.0,Level-171,0.0
2.6,2.619048,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
2.725,2.659091,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-141,1.0
3.347826,3.18,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.21875,2.058824,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,59.0,21.0,Level-170,1.0
2.1875,1.5,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,72.0,22.0,Level-170,1.0
3.613636,3.157895,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,91.0,48.0,Level-170,1.0
2.642857,2.75,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,75.0,35.0,Level-170,0.0
1.275,0.42,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
3.411765,3.904762,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,47.0,Level-141,1.0
3.333333,3.673077,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
1.833333,3.3125,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,89.0,22.0,Level-170,1.0
0.846154,2.25,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,49.0,Level-141,1.0
3.05,2.547619,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
1.095238,,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,,20.0,Level-160,0.0
2.605263,1.222222,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,77.0,30.0,Level-170,1.0
0.0,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,0,19 to 20,63.0,,,0.0
3.48,3.413043,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,42.0,Level-161,1.0
3.166667,2.777778,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,41 to 50,,45.0,Level-161,0.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,67.0,27.0,Level-170,0.0
3.92,3.942308,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,26 to 30,,,Level-171,1.0
2.659091,2.272727,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,78.0,,,0.0
2.305556,1.5,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,75.0,,Level-161,1.0
2.92,,English,Second Career Program,6.0,No,No,Domestic,Male,0,51 to 60,,21.0,Level-160,0.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,26 to 30,85.0,,Level-170,0.0
2.921053,2.588235,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,56.0,28.0,Level-160,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,65.0,19.0,Level-170,0.0
3.065217,3.066667,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,78.0,22.0,Level-170,1.0
2.333333,1.74,Other,Intl Regular,6.0,No,No,International,Male,0,26 to 30,,37.0,Level-171,0.0
2.21875,2.775,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,31 to 35,61.0,19.0,Level-170,1.0
4.130435,3.88,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.75,2.910714,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
1.394737,0.631579,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,72.0,24.0,Level-141,1.0
3.452381,3.636364,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,31 to 35,,39.0,Level-141,1.0
3.5,3.386364,,Intl Regular,6.0,No,No,International,Male,HighSchool,26 to 30,,49.0,Level-170,1.0
1.645833,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,83.0,42.0,Level-170,0.0
2.325,2.575,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,26 to 30,,25.0,Level-170,0.0
2.522727,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,36 to 40,72.0,39.0,Level-170,0.0
4.2,4.375,English,Second Career Program,6.0,No,Yes,Domestic,Male,PostSecondary,41 to 50,,50.0,Level-161,1.0
0.391304,,English,Second Career Program,6.0,No,No,Domestic,Female,0,41 to 50,69.0,33.0,Level-170,0.0
3.22,1.875,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,77.0,35.0,Level-160,1.0
3.26087,3.096154,Other,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,41 to 50,,,Level-161,1.0
2.391304,2.763158,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,13.0,Level-161,1.0
2.956522,1.82,,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
2.666667,2.52381,,Intl Transfer,6.0,No,No,International,Male,HighSchool,0 to 18,,41.0,Level-141,1.0
4.0,4.333333,English,Second Career Program,6.0,No,No,Domestic,Male,HighSchool,31 to 35,74.0,16.0,Level-170,1.0
0.652174,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,31.0,Level-160,0.0
2.891304,2.846154,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.25,2.413043,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,81.0,,Level-160,1.0
1.315789,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,64.0,28.0,Level-170,0.0
3.738095,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,58.0,21.0,Level-160,1.0
3.675,3.5,English,GPOG_FT,6.0,Yes,No,Domestic,Female,PostSecondary,21 to 25,96.0,,Level-170,1.0
1.869565,2.375,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,73.0,23.0,Level-160,1.0
3.357143,3.347826,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,26 to 30,,30.0,Level-170,1.0
3.695652,3.952381,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,42.0,Level-161,1.0
1.413043,0.0,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,47.0,Level-171,0.0
4.36,4.074074,English,GPOG_FT,6.0,Yes,Yes,Domestic,Female,PostSecondary,26 to 30,,,Level-171,1.0
2.020833,2.45,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,78.0,18.0,Level-170,1.0
4.021739,4.357143,,Intl Regular,6.0,No,Yes,International,Female,HighSchool,19 to 20,,46.0,Level-161,1.0
2.133333,3.205882,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,81.0,27.0,Level-170,1.0
